Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
DLP3400,BETASOL CREAM,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3401,BETNOVATE-C CREAM,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3402,BETNOVATE-N CREAM,C1,box,0,4.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3403,BG-GLUTAMIN PLUS TABS,C1,box,0,20,5, No Tax, exclusive, SC1,,1,,,,,
DLP3404,BIG  SHARKS  CAPS,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3405,BIG JOE 4S,C1,box,0,0.6,5, No Tax, exclusive, SC1,,1,,,,,
DLP3406,BIG JOE TABLET 10S,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3407,BIOFERON CAPSULES,C1,box,0,17,5, No Tax, exclusive, SC1,,1,,,,,
DLP3408,BIOFERON SYRUP,C1,box,0,17,5, No Tax, exclusive, SC1,,1,,,,,
DLP3409,BISACODYL TABLET(LAXATIVE),C1,box,0,0.5,5, No Tax, exclusive, SC1,,50,,,,,
DLP3410,BLACK DIAMOND,C1,box,0,2,5, No Tax, exclusive, SC1,,9,,,,,
DLP3411,BLACK SUPERMAN,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3412,BLACKHAWK,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3413,BLISSCOLD TABS ( 4X4),C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3414,BLISZOLE  SUSPN,C1,box,0,3,5, No Tax, exclusive, SC1,,10,,,,,
DLP3415,BLISZOLE 400MG  TABS,C1,box,0,3,5, No Tax, exclusive, SC1,,25,,,,,
DLP3416,BLOPEN 100MG TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3417,BLOPEN GEL,C1,box,0,5,5, No Tax, exclusive, SC1,,2,,,,,
DLP3418,BLOPEN TABLETS,C1,box,0,2,5, No Tax, exclusive, SC1,,1,,,,,
DLP3419,BODIPAIN TABLET 100MG,C1,box,0,0.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3420,BODIPLEX TONIC,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3421,BONAPLEX SYP L/S,C1,box,0,15,5, No Tax, exclusive, SC1,,3,,,,,
DLP3422,BONAPLEX SYRUP S/S,C1,box,0,13,5, No Tax, exclusive, SC1,,0,,,,,
DLP3423,BONJELA GEL,C1,box,0,27,5, No Tax, exclusive, SC1,,0,,,,,
DLP3424,BONNISAN GRIPE WATER,C1,box,0,16,5, No Tax, exclusive, SC1,,3,,,,,
DLP3425,BORGES OIL M/S,C1,box,0,16,5, No Tax, exclusive, SC1,,2,,,,,
DLP3426,BORGES OLIVE OIL S/S,C1,box,0,9,5, No Tax, exclusive, SC1,,6,,,,,
DLP3427,BORIC SPIRIT EAR DROP,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3428,BP CHECK,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3429,BRAVO 4S,C1,box,0,0.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3430,BRIGHTFOD STRONG MIXTURE,C1,box,0,13,5, No Tax, exclusive, SC1,,1,,,,,
DLP3431,BRO-ZEDEX COUGH SYRUP,C1,box,0,15,5, No Tax, exclusive, SC1,,2,,,,,
DLP3432,BRUFEN 200MG,C1,box,0,0.15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3433,BRUFEN 400MG,C1,box,0,1,5, No Tax, exclusive, SC1,,43,,,,,
DLP3434,BRUPEX TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,10,,,,,
DLP3435,BUSCOPAN TABLET,C1,box,0,8,5, No Tax, exclusive, SC1,,6,,,,,
DLP3436,BUTTERFLY NEEDLES,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3437,BX SYRUP,C1,box,0,6,5, No Tax, exclusive, SC1,,4,,,,,
DLP3438,BX TABS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3439,CAFALGIN JUNIOR,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3440,CAFALGIN TABLET,C1,box,0,1.5,5, No Tax, exclusive, SC1,,3,,,,,
DLP3441,CAFAPRIN,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3442,CAFERGOT(MIGRAIN) HEADACHE,C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3443,CALAMINE LOTION L\S,C1,box,0,5,5, No Tax, exclusive, SC1,,5,,,,,
DLP3444,CALAMINE OINTMENT,C1,box,0,8,5, No Tax, exclusive, SC1,,2,,,,,
DLP3445,CALCIUM B-12 SYRUP(LETAP),C1,box,0,6,5, No Tax, exclusive, SC1,,1,,,,,
DLP3446,CALCIUM WITH VITAMINS  1G,C1,box,0,25,5, No Tax, exclusive, SC1,,2,,,,,
DLP3447,CALCIVIT SUSPENSION,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3448,CALPOL PARA SUSPENSION,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3449,CALPRO TONIC,C1,box,0,3.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3450,CAMEL ANTISEPTIC(250)ML,C1,box,0,12,5, No Tax, exclusive, SC1,,2,,,,,
DLP3451,CAMEL Plain(250)ML,C1,box,0,12,5, No Tax, exclusive, SC1,,2,,,,,
DLP3452,CAMOQUIN ORIGINAL SYRUP,C1,box,0,32,5, No Tax, exclusive, SC1,,0,,,,,
DLP3453,CAMOQUINE PLUS,C1,box,0,32,5, No Tax, exclusive, SC1,,0,,,,,
DLP3454,CAMOSUNATE PDR BELOW 1YEAR,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3455,CAMOSUNATE PED 1-6YEAR,C1,box,0,2.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3456,CAMOSUNATE PLUS,C1,box,0,4.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3457,CANDEREL TABLETS,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3458,CANDID CLOTRIMAZOLE LOTION,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3459,CANDID CREAM,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3460,CANDID V GEL,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3461,CANDID-B CREAM,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3462,CANDIDERM CREAM,C1,box,0,12,5, No Tax, exclusive, SC1,,4,,,,,
DLP3463,CANDID-V6 PESS,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3464,CANESTAN CREAM,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3465,CARSTENE  ADULT,C1,box,0,12,5, No Tax, exclusive, SC1,,5,,,,,
DLP3466,CARSTENE CHILD,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3467,CARVO CAPLET,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3468,CASPAGIN TABLET,C1,box,0,0.1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3469,CASTOR OIL(LAXATIVE),C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3470,CATAFLAM 50MG,C1,box,0,0.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3471,CEBROTONIN TABS,C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3472,CEFUNAT SUSPENSION,C1,box,0,18,5, No Tax, exclusive, SC1,,0,,,,,
DLP3473,CEFUROXIME  TABS 250MG (FOXITIL),C1,box,0,20,5, No Tax, exclusive, SC1,,0,,,,,
DLP3474,CELEBREX 200MG(CELECOXIB),C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3475,CENTRUM A-Z ADULT,C1,box,0,8.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3476,CETAPOL PM SYP,C1,box,0,2.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3477,CETAPOL SYRUP,C1,box,0,7,5, No Tax, exclusive, SC1,,2,,,,,
DLP3478,CEVITE 500MG(CHEWABLE VIT C),C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3479,CHALLENGER CONDOM,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3480,CHAMPION CONDOM  3S,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3481,CHAMPION CONDOMS,C1,box,0,0.4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3482,CHEERS CONDOMS,C1,box,0,0.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3483,CHEWETTE VITAMIN C,C1,box,0,2,5, No Tax, exclusive, SC1,,19,,,,,
DLP3484,CHILD CARE COUGH N COLD,C1,box,0,6,5, No Tax, exclusive, SC1,,5,,,,,
DLP3485,CHILD CARE LETAFEN SYRUP(BRUFN,C1,box,0,5,5, No Tax, exclusive, SC1,,2,,,,,
DLP3486,CHILD CARE VITAMIN C SYRUP,C1,box,0,5,5, No Tax, exclusive, SC1,,4,,,,,
DLP3487,CHINESE RUBB,C1,box,0,0.1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3488,CHLO EAR DROP,C1,box,0,3,5, No Tax, exclusive, SC1,,10,,,,,
DLP3489,CHLO EYE DROP,C1,box,0,3,5, No Tax, exclusive, SC1,,7,,,,,
DLP3490,CHLORAMPHENICOL CAPSULES,C1,box,0,1.7,5, No Tax, exclusive, SC1,,16,,,,,
DLP3491,CHLORAMPHENICOL EAR DROP(TROGE),C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3492,CHLORAMPHENICOL EYE DROP(TROGE),C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3493,CHLORAMPHENICOL EYE OINT(TROGE),C1,box,0,3,5, No Tax, exclusive, SC1,,5,,,,,
DLP3494,CHLORAMPHENICOL SUSPENSION,C1,box,0,8,5, No Tax, exclusive, SC1,,3,,,,,
DLP3495,CHLOROQUIN STRIPS,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3496,CHOCHO  34 CAPS,C1,box,0,14,5, No Tax, exclusive, SC1,,0,,,,,
DLP3497,CHOCHO ANTIBACTERIAL SOAP,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3498,CHOCHO BALM,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3499,CHOCHO CREAM,C1,box,0,3,5, No Tax, exclusive, SC1,,4,,,,,
DLP3500,CHOCHO HAIR FOOD,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3501,CHOCHO HAND N FT,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3502,CHOCHO SKIN TONER,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3503,CHOCHO SOAP,C1,box,0,3,5, No Tax, exclusive, SC1,,9,,,,,
DLP3504,CHOCHO TEA,C1,box,0,9,5, No Tax, exclusive, SC1,,2,,,,,
DLP3505,CIFLOX -T TABS,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3506,CIPR0LEX-TZ 14S TABLETS,C1,box,0,14,5, No Tax, exclusive, SC1,,0,,,,,
DLP3507,CIPRO SUSPN,C1,box,0,45,5, No Tax, exclusive, SC1,,0,,,,,
DLP3508,CIPROFLOXACIN TABLET(SANKA),C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3509,CIPROKAM TABLET(KAMA),C1,box,0,4.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3510,CIPROLEX EYE/EAR DROPS,C1,box,0,11,5, No Tax, exclusive, SC1,,0,,,,,
DLP3511,CIPROLEX TABLET 500MG,C1,box,0,11,5, No Tax, exclusive, SC1,,10,,,,,
DLP3512,CIPROLEX TZ 14S,C1,box,0,22,5, No Tax, exclusive, SC1,,2,,,,,
DLP3513,CIPROLEX-TZ(CIPRO/TINIDAZOLE),C1,box,0,22,5, No Tax, exclusive, SC1,,0,,,,,
DLP3514,CIPROMAX 500MG TABLETS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3515,CIROTAMIN CAPS,C1,box,0,3,5, No Tax, exclusive, SC1,,14,,,,,
DLP3516,CIROTAMIN SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3517,CITRAMINE TABLETS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3518,CITRO C,C1,box,0,1.2,5, No Tax, exclusive, SC1,,56,,,,,
DLP3519,CITRO SODA SACHETS,C1,box,0,0.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3520,CLAMIDE(GLIBENCLAMIDE 5MG),C1,box,0,1.4,5, No Tax, exclusive, SC1,,24,,,,,
DLP3521,CLAMOXIN 125MG,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3522,CLAMOXIN 250MG,C1,box,0,7.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3523,CLAMOXIN SYR,C1,box,0,7.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3524,CLARITHROMYCIN TABS  500MG,C1,box,0,28,5, No Tax, exclusive, SC1,,0,,,,,
DLP3525,CLEAR INHALER,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3526,CLERVITARX (ACNE) CREAM,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3527,CLOBEN G CREAM(ANTI ALLERGIC),C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3528,CLODOL 100MG,C1,box,0,0.5,5, No Tax, exclusive, SC1,,10,,,,,
DLP3529,CLODOL DICLOFENAC 50MG TABS,C1,box,0,1.5,5, No Tax, exclusive, SC1,,10,,,,,
DLP3530,CLODOL EXTRA GEL,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3531,CLOMID TABLET,C1,box,0,48,5, No Tax, exclusive, SC1,,2,,,,,
DLP3532,CLOSOL CREAM,C1,box,0,1.3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3533,CLOTRI  DENK 100V PESS,C1,box,0,23,5, No Tax, exclusive, SC1,,2,,,,,
DLP3534,CLOTRIDENK 1%CREAM,C1,box,0,11,5, No Tax, exclusive, SC1,,0,,,,,
DLP3535,CLOTRIMAZOLE CREAM,C1,box,0,6,5, No Tax, exclusive, SC1,,3,,,,,
DLP3536,CLOXACILLIN CAPSULES 250MG,C1,box,0,1,5, No Tax, exclusive, SC1,,20,,,,,
DLP3537,CLOXACILLIN SUSPENSION(LETAP),C1,box,0,5,5, No Tax, exclusive, SC1,,1,,,,,
DLP3538,CO-ARINATE,C1,box,0,6.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3539,COARTEM TABS [ORIGINAL],C1,box,0,35,5, No Tax, exclusive, SC1,,3,,,,,
DLP3540,CODLIVER CAPSULES(SACHETS),C1,box,0,2,5, No Tax, exclusive, SC1,,7,,,,,
DLP3541,COFSED ADULT,C1,box,0,6.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3542,COFSED CHILD,C1,box,0,5.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3543,COLD 4S,C1,box,0,0.7,5, No Tax, exclusive, SC1,,26,,,,,
DLP3544,COLDAFEX TABS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3545,COLDAFLU PLUS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3546,COLDAFLU PLUS TABS [BOX],C1,box,0,2,5, No Tax, exclusive, SC1,,1,,,,,
DLP3547,COLDDROP CAPLETS,C1,box,0,0.3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3548,COLDEX 4S,C1,box,0,0.1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3549,COLDIRON SYRUP,C1,box,0,7,5, No Tax, exclusive, SC1,,4,,,,,
DLP3550,COLD-OUT BOX,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3551,COLD-OUT SYRUP,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3552,COLDPLUS TABS,C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3553,COLDRILIF CAPLETS,C1,box,0,3,5, No Tax, exclusive, SC1,,8,,,,,
DLP3554,COLDRILIF SYRUP,C1,box,0,6,5, No Tax, exclusive, SC1,,5,,,,,
DLP3555,COLO COUGH MIXTURE,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3556,COLODIUM CAPSULES,C1,box,0,2,5, No Tax, exclusive, SC1,,9,,,,,
DLP3557,COMBANTRIN(6)S TABLETS,C1,box,0,20,5, No Tax, exclusive, SC1,,2,,,,,
DLP3558,COMBAT-N CREAM,C1,box,0,7,5, No Tax, exclusive, SC1,,2,,,,,
DLP3559,COMIT-50 SILDENAFIL,C1,box,0,3,5, No Tax, exclusive, SC1,,4,,,,,
DLP3560,CONGESTYL COLD TABLET,C1,box,0,8,5, No Tax, exclusive, SC1,,6,,,,,
DLP3561,CONGESTYL SYRUP COLD,C1,box,0,12,5, No Tax, exclusive, SC1,,5,,,,,
DLP3562,COOL EYE DROPS,C1,box,0,14,5, No Tax, exclusive, SC1,,0,,,,,
DLP3563,CORDIPINE 10MG,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3564,CORDIPINE 20MG,C1,box,0,2.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3565,CORORANGE DROPS,C1,box,0,8,5, No Tax, exclusive, SC1,,5,,,,,
DLP3566,CORORANGE PLUS CAPSULES,C1,box,0,10,5, No Tax, exclusive, SC1,,6,,,,,
DLP3567,CORORANGE SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,2,,,,,
DLP3568,CORSAGRIP TABLET,C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3569,CORSODYL MOUTHWASH,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3570,CORVADIL 5MG,C1,box,0,6.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3571,CORVADIL(AMLODIPINE 10MG),C1,box,0,6.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3572,COTRAMOXAZOLE SUSPENSION,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3573,COTTON L/S,C1,box,0,12,5, No Tax, exclusive, SC1,,2,,,,,
DLP3574,COTTON PIECES,C1,box,0,1,5, No Tax, exclusive, SC1,,16,,,,,
DLP3575,COTTON WOOL S/S,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3576,COVONIA COLD&FLU SYRUP,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3577,C-PHENIRAMINE SYRUP(PIRITON),C1,box,0,7,5, No Tax, exclusive, SC1,,5,,,,,
DLP3578,C-PLUS  TABS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,15,,,,,
DLP3579,CRAZINESS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3580,CREAM OF MAGNESIA,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3581,CREPE BANDAGE 2INCH,C1,box,0,3,5, No Tax, exclusive, SC1,,5,,,,,
DLP3582,CREPE BANDAGE 3INCH,C1,box,0,6,5, No Tax, exclusive, SC1,,5,,,,,
DLP3583,CREPE BANDAGE 4INCH,C1,box,0,8,5, No Tax, exclusive, SC1,,7,,,,,
DLP3584,CREPE BANDAGE 6INCH,C1,box,0,10,5, No Tax, exclusive, SC1,,3,,,,,
DLP3585,CRESTOR 10MG,C1,box,0,38,5, No Tax, exclusive, SC1,,0,,,,,
DLP3586,CROMAX EYE DROP,C1,box,0,18,5, No Tax, exclusive, SC1,,0,,,,,
DLP3587,CRYSTALLINE PENICILLIN INJ,C1,box,0,0.25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3588,CUSICROM EYE DROP 2%,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3589,CUSIMOLOL 0.5%,C1,box,0,8.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3590,CUSSONS BABY OIL,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3591,CYFEN SYRUP,C1,box,0,11,5, No Tax, exclusive, SC1,,5,,,,,
DLP3592,CYFEN TABS,C1,box,0,1.6,5, No Tax, exclusive, SC1,,31,,,,,
DLP3593,CYPROCAL SYRUP,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3594,CYPRODINE CAPS,C1,box,0,25,5, No Tax, exclusive, SC1,,4,,,,,
DLP3595,CYPRODINE SYRUP,C1,box,0,24,5, No Tax, exclusive, SC1,,2,,,,,
DLP3596,CYPRON PLUS TABS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,18,,,,,
DLP3597,CYPROTONE SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3598,CYPROTONE TABLETS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3599,CYPROVIT CAPS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3600,CYPROVITA SYRUP,C1,box,0,2.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3601,DAKTARIN CREAM,C1,box,0,27,5, No Tax, exclusive, SC1,,0,,,,,
DLP3602,DAKTARIN TINCTURE(FUNGAL),C1,box,0,35,5, No Tax, exclusive, SC1,,0,,,,,
DLP3603,DAKTCORT CREAM,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3604,DALACIN C CAPSULES 150MG,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3605,DALACIN C SYRUP,C1,box,0,15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3606,DALACIN T SOLUTION(ACNE),C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3607,DAMACID SUSPENSION,C1,box,0,2.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3608,DAMAREICH 3S(DAMAS),C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3609,DAMAVITE FORTE BLOOD TONIC,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3610,DANACIN STRIP,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3611,DANEGAN SYRUP,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3612,DANNEX ADULT COUGH LINCTUS,C1,box,0,8,5, No Tax, exclusive, SC1,,2,,,,,
DLP3613,DANNEX CREME OF MAGNESIA,C1,box,0,1.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3614,DANNEX GRIPE MIX,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3615,DANNEX LINCTUS COUGH SYRUP,C1,box,0,6,5, No Tax, exclusive, SC1,,1,,,,,
DLP3616,DANRUB,C1,box,0,8,5, No Tax, exclusive, SC1,,4,,,,,
DLP3617,DAONIL ORIGINAL,C1,box,0,10,5, No Tax, exclusive, SC1,,7,,,,,
DLP3618,DARAPRIM WELCOME TABLET 25MG,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3619,DAWN OF LIFE,C1,box,0,19,5, No Tax, exclusive, SC1,,0,,,,,
DLP3620,DAY&NURSE CAPSULES,C1,box,0,20,5, No Tax, exclusive, SC1,,0,,,,,
DLP3621,DECATYLEN TABLETS,C1,box,0,1.6,5, No Tax, exclusive, SC1,,2,,,,,
DLP3622,DEEP FREEZE,C1,box,0,9.3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3623,DEEP HEAT RUBB 35G,C1,box,0,16,5, No Tax, exclusive, SC1,,2,,,,,
DLP3624,DEEP HEAT SPRAY,C1,box,0,30,5, No Tax, exclusive, SC1,,2,,,,,
DLP3625,DEFEN-K TABLETS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3626,DEMACOT CREAM,C1,box,0,11,5, No Tax, exclusive, SC1,,4,,,,,
DLP3627,DEQUACAINE LOZENGES,C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3628,DERMAZIN CREAM,C1,box,0,8.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3629,DERMIRON-PLUS CREAM,C1,box,0,7,5, No Tax, exclusive, SC1,,1,,,,,
DLP3630,DESIRE CONDOM,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3631,DETTOL 125MLS,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3632,DETTOL 500ML,C1,box,0,8.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3633,DETTOL ANTISEPTIC 165MLS,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3634,DETTOL ANTISEPTIC 250,C1,box,0,19,5, No Tax, exclusive, SC1,,1,,,,,
DLP3635,DETTOL SOAP,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3636,DEWOME 500 MG TABS,C1,box,0,3,5, No Tax, exclusive, SC1,,13,,,,,
DLP3637,DEXACORTIN TABLETS(100)S,C1,box,0,2.5,5, No Tax, exclusive, SC1,,7,,,,,
DLP3638,DEXAMYCIN EYE OINTMENT,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3639,DEXFIN SYRUP,C1,box,0,2.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3640,DEXIRON SYRUP,C1,box,0,2.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3641,DEXORANGE CAPS,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3642,DEXORANGE SYRUP 100MLS,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3643,DEXORANGE TONIC L/S,C1,box,0,12,5, No Tax, exclusive, SC1,,4,,,,,
DLP3644,DF OINTMENT,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3645,DIABETMIN 500MG,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3646,DIABETONE CAPSULES,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3647,DIAFORM SUSPENSION,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3648,DIAFORM TABLET,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3649,DIAGELATES 500ML,C1,box,0,18,5, No Tax, exclusive, SC1,,1,,,,,
DLP3650,DIAGELLATES 125ML,C1,box,0,7,5, No Tax, exclusive, SC1,,3,,,,,
DLP3651,DIAGELLATES 250ML,C1,box,0,12,5, No Tax, exclusive, SC1,,5,,,,,
DLP3652,DIAZEPAM 10MG STRIP,C1,box,0,1,5, No Tax, exclusive, SC1,,21,,,,,
DLP3653,DIAZEPAM 5MG STRIP,C1,box,0,0.5,5, No Tax, exclusive, SC1,,31,,,,,
DLP3654,Dibanko Laxative,C1,box,0,,5, No Tax, exclusive, SC1,,3,,,,,
DLP3655,DIC LOFEN 50MG ECL(ERNEST),C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3656,DICLO-DENK 100MG,C1,box,0,13,5, No Tax, exclusive, SC1,,3,,,,,
